Date,AAPL,MSFT,NVDA,META
2024-05-06,180.85601806640625,410.4067077636719,92.10972595214844,463.9873046875
2024-05-07,181.54278564453125,406.2384948730469,90.52424621582031,466.5379943847656
2024-05-08,181.8811798095703,407.4294128417969,90.3823013305664,470.8821716308594
2024-05-09,183.7025909423828,409.1959533691406,88.71784973144531,473.69195556640625
2024-05-10,182.43682861328125,411.59759521484375,89.84847259521484,474.4691162109375
2024-05-13,185.65602111816406,410.5852966308594,90.36930847167969,466.3088684082031
2024-05-14,186.8021697998047,413.40380859375,91.32599639892578,470.1348876953125
2024-05-15,189.08450317382812,420.6317443847656,94.59890747070312,479.7896728515625
2024-05-16,189.2041015625,418.5538330078125,94.3280029296875,471.5098571777344
2024-05-17,189.2340087890625,417.7783203125,92.44861602783203,470.1946716308594
2024-05-20,190.40008544921875,422.878662109375,94.74886322021484,467.1358337402344
2024-05-21,191.70570373535156,426.5572509765625,95.35466766357422,462.9411315917969
2024-05-22,190.26055908203125,428.0286865234375,94.91880798339844,466.07965087890625
2024-05-23,186.25401306152344,424.5290832519531,103.76490783691406,464.08697509765625
2024-05-24,189.3436279296875,427.6707763671875,106.43402862548828,476.48175048828125
2024-05-28,189.35360717773438,427.8298645019531,113.86358642578125,478.17559814453125
2024-05-29,189.652587890625,426.6865234375,114.78727722167969,472.6357421875
2024-05-30,190.6492462158203,412.2704162597656,110.46369934082031,465.3523254394531
2024-05-31,191.6060333251953,412.7277526855469,109.59698486328125,465.13311767578125
2024-06-03,193.3800506591797,411.1270446777344,114.96222686767578,475.75439453125
2024-06-04,193.69898986816406,413.6623229980469,116.39875030517578,475.2561950683594
2024-06-05,195.21389770507812,421.5563659667969,122.39977264404297,493.2605285644531
2024-06-06,193.82855224609375,422.0633850097656,120.958251953125,491.96527099609375
2024-06-07,196.23048400878906,421.3973083496094,120.8482894897461,491.16815185546875
2024-06-10,192.4730987548828,425.39404296875,121.74999237060547,500.77313232421875
2024-06-11,206.45611572265625,430.1761779785156,120.88021087646484,505.62542724609375
2024-06-12,212.35630798339844,438.5076904296875,125.16915130615234,506.9904479980469
2024-06-13,213.52236938476562,439.0246887207031,129.5780792236328,502.2676696777344
2024-06-14,211.77822875976562,440.00897216796875,131.84751892089844,502.8262023925781
2024-06-17,215.94422912597656,445.775390625,130.94773864746094,505.2896423339844
2024-06-18,213.5721893310547,443.75714111328125,135.54660034179688,498.16851806640625
2024-06-20,208.97764587402344,443.1208801269531,130.74778747558594,500.3727111816406
2024-06-21,206.79498291015625,447.17724609375,126.53881072998047,493.47100830078125
2024-06-24,207.4427947998047,445.0794677734375,118.08090209960938,497.590087890625
2024-06-25,208.36968994140625,448.3404541015625,126.05892944335938,509.2491760253906
2024-06-26,212.5356903076172,449.54345703125,126.36885833740234,511.7624816894531
2024-06-27,213.3828582763672,450.2294921875,123.95944213867188,518.1854248046875
2024-06-28,209.9144744873047,444.3636169433594,123.50955963134766,502.8860168457031
2024-07-01,216.02395629882812,454.0870361328125,124.2693862915039,503.34478759765625
2024-07-02,219.53216552734375,456.62225341796875,122.6397705078125,508.1520690917969
2024-07-03,220.80789184570312,458.1036376953125,128.24839782714844,508.6108703613281
2024-07-05,225.5818328857422,464.8543395996094,125.79899597167969,538.4815673828125
2024-07-08,227.056884765625,463.5419921875,128.16839599609375,527.9196166992188
2024-07-09,227.9139862060547,456.8807678222656,131.34764099121094,528.5978393554688
2024-07-10,232.1995849609375,463.55194091796875,134.87677001953125,533.275390625
2024-07-11,226.80772399902344,452.06878662109375,127.36861419677734,511.3436279296875
2024-07-12,229.76776123046875,450.9254150390625,129.2081756591797,497.5502014160156
2024-07-15,233.61483764648438,451.3330383300781,128.40835571289062,494.84735107421875
2024-07-16,234.033447265625,446.9187316894531,126.32887268066406,488.4942321777344
2024-07-17,228.1133270263672,440.9534606933594,117.96092987060547,460.7677307128906
2024-07-18,223.42906188964844,437.82171630859375,121.06016540527344,474.5910949707031
2024-07-19,223.55862426757812,434.5805358886719,117.90093994140625,475.52862548828125
2024-07-22,223.20980834960938,440.3768310546875,123.50955963134766,486.11053466796875
2024-07-23,224.25628662109375,442.2757873535156,122.5597915649414,487.3971252441406
2024-07-24,217.80795288085938,426.4180603027344,114.22184753417969,460.0496520996094
2024-07-25,216.76148986816406,415.97882080078125,112.25232696533203,452.21044921875
2024-07-26,217.2299041748047,422.8090515136719,113.03214263916016,464.46795654296875
2024-07-29,217.50897216796875,424.2606506347656,111.5625,464.4779052734375
2024-07-30,218.0670928955078,420.4726867675781,103.7044448852539,461.9645690917969
2024-07-31,221.3361053466797,415.92913818359375,116.99115753173828,473.57379150390625
2024-08-01,217.62857055664062,414.6962585449219,109.18309783935547,496.4231872558594
2024-08-02,219.12353515625,406.1261901855469,107.24356842041016,486.84857177734375
2024-08-05,208.5690155029297,392.8633728027344,100.42524719238281,474.471435546875
2024-08-06,206.5358428955078,397.29754638671875,104.22431182861328,492.7828369140625
2024-08-07,209.1171875,396.1243591308594,98.88563537597656,487.62652587890625
2024-08-08,212.59547424316406,400.3597106933594,104.94413757324219,508.28173828125
2024-08-09,215.51568603515625,403.67047119140625,104.72418975830078,516.4002075195312
2024-08-12,217.0522918701172,404.4559020996094,108.9931411743164,514.5850219726562
2024-08-13,220.78407287597656,411.6142578125,116.11138153076172,527.1416625976562
2024-08-14,221.23309326171875,414.4477233886719,118.05091094970703,525.3663940429688
2024-08-15,224.22650146484375,419.34808349609375,122.8297348022461,535.908447265625
2024-08-16,225.5535888671875,416.7983093261719,124.54930114746094,526.0245971679688
2024-08-19,225.39393615722656,419.8460998535156,129.96795654296875,527.8797607421875
2024-08-20,226.0125732421875,423.10302734375,127.2186508178711,525.33642578125
2024-08-21,225.90280151367188,422.4456787109375,128.4683380126953,533.744140625
2024-08-22,224.03692626953125,413.8899841308594,123.70951080322266,530.522705078125
2024-08-23,226.3418426513672,415.1250305175781,129.33811950683594,526.6031494140625
2024-08-26,226.68109130859375,411.83819580078125,126.42884063720703,519.7413330078125
2024-08-27,227.5292205810547,412.1867980957031,128.26840209960938,517.7266235351562
2024-08-28,225.99261474609375,408.95977783203125,125.57905578613281,515.412841796875
2024-08-29,229.28536987304688,411.4696960449219,117.56101989746094,516.8489379882812
2024-08-30,228.49710083007812,415.4736328125,119.34059143066406,519.9307861328125
2024-09-03,222.28077697753906,407.80438232421875,107.973388671875,510.40606689453125
2024-09-04,220.36500549316406,407.26654052734375,106.18383026123047,511.38348388671875
2024-09-05,221.89163208007812,406.7585754394531,107.18358612060547,515.4926147460938
2024-09-06,220.3350830078125,400.0953063964844,102.80465698242188,498.94647216796875
2024-09-09,220.42486572265625,404.0992431640625,106.44377136230469,503.45452880859375
2024-09-10,219.6266326904297,412.5453796386719,108.0733642578125,503.45452880859375
2024-09-11,222.1710205078125,421.3500671386719,116.88119506835938,510.4758605957031
2024-09-12,222.28077697753906,425.29425048828125,119.12083435058594,524.2094116210938
2024-09-13,222.01138305664062,428.8699035644531,119.0808334350586,523.2320556640625
2024-09-16,215.84495544433594,429.6169128417969,116.7612075805664,532.3765869140625
2024-09-17,216.31390380859375,433.41168212890625,115.57140350341797,535.4114379882812
2024-09-18,220.20535278320312,429.0890197753906,113.35176086425781,537.0386352539062
2024-09-19,228.3673858642578,436.93756103515625,117.85104370117188,558.1527709960938
2024-09-20,227.6988525390625,433.53118896484375,115.98133850097656,560.39892578125
2024-09-23,225.97265625,431.77825927734375,116.24130249023438,563.4537963867188
2024-09-24,226.8706817626953,427.4555969238281,120.85055541992188,562.3756713867188
2024-09-25,225.8728790283203,430.3838195800781,123.4901351928711,567.34716796875
2024-09-26,227.02035522460938,429.5870361328125,124.02005004882812,566.8780517578125
2024-09-27,227.2897491455078,426.3101501464844,121.38047790527344,566.3988037109375
2024-09-30,232.4883270263672,428.5810546875,121.42046356201172,571.47021484375
2024-10-01,225.71324157714844,419.00946044921875,116.9811782836914,575.4933471679688
2024-10-02,226.281982421875,415.4636535644531,118.83087921142578,571.839599609375
2024-10-03,225.17440795898438,414.87603759765625,122.83023834228516,581.78271484375
2024-10-04,226.30194091796875,414.39794921875,124.89990234375,594.930419921875
2024-10-07,221.20315551757812,407.90399169921875,127.69945526123047,583.789306640625
2024-10-08,225.27420043945312,413.0533447265625,132.86862182617188,591.8855590820312
2024-10-09,229.03591918945312,415.7923278808594,132.62864685058594,589.5095825195312
2024-10-10,228.53701782226562,414.1788330078125,134.78829956054688,582.8408813476562
2024-10-11,227.05029296875,414.6568908691406,134.7783203125,588.9505615234375
2024-10-14,230.79205322265625,417.4656677246094,138.0478057861328,589.419677734375
2024-10-15,233.33645629882812,417.0672302246094,131.57884216308594,585.2767944335938
2024-10-16,231.27099609375,414.45770263671875,135.6981658935547,575.8128051757812
2024-10-17,231.6401824951172,415.0552978515625,136.90797424316406,575.95263671875
2024-10-18,234.48391723632812,416.48956298828125,137.97779846191406,575.4933471679688
2024-10-21,235.96067810058594,417.1070861816406,143.6868896484375,574.185546875
2024-10-22,235.342041015625,425.8022155761719,143.56690979003906,581.0240478515625
2024-10-23,230.25323486328125,422.9038391113281,139.5375518798828,562.7349853515625
2024-10-24,230.0636749267578,423.0333251953125,140.38742065429688,566.818115234375
2024-10-25,230.9018096923828,426.43963623046875,141.51722717285156,572.27880859375
2024-10-28,232.88743591308594,424.8858642578125,140.49740600585938,577.1804809570312
2024-10-29,233.15684509277344,430.2244873046875,141.22727966308594,592.2749633789062
2024-10-30,229.5946807861328,430.8021545410156,139.3175811767578,590.79736328125
2024-10-31,225.4138946533203,404.72674560546875,132.7386474609375,566.6184692382812
2024-11-01,222.42047119140625,408.7306823730469,135.3782196044922,566.1991577148438
2024-11-04,221.52244567871094,406.82830810546875,136.0281219482422,559.7301025390625
2024-11-05,222.95928955078125,409.8163146972656,139.8874969482422,571.460205078125
2024-11-06,222.23089599609375,418.50146484375,145.58657836914062,571.0808715820312
2024-11-07,226.98043823242188,423.7304992675781,148.85606384277344,590.6976318359375
2024-11-08,226.7107391357422,420.85205078125,147.6062469482422,588.3416137695312
2024-11-11,223.98373413085938,416.34014892578125,145.2366180419922,582.1820068359375
2024-11-12,223.98373413085938,421.340087890625,148.26612854003906,583.8292236328125
2024-11-13,224.8727569580078,423.5014343261719,146.24647521972656,579.0173950195312
2024-11-14,227.9693603515625,425.1846923828125,146.7363739013672,576.1821899414062
2024-11-15,224.7528839111328,413.3421936035156,141.9571533203125,553.1412963867188
2024-11-18,227.7695770263672,414.0991516113281,140.12744140625,553.4608154296875
2024-11-19,228.02928161621094,416.12103271484375,146.98634338378906,560.1394653320312
2024-11-20,228.7484893798828,413.8302001953125,145.8665313720703,564.5619506835938
2024-11-21,228.26902770996094,412.0437927246094,146.6464080810547,562.1360473632812
2024-11-22,229.61753845214844,416.16552734375,141.92715454101562,558.1928100585938
2024-11-25,232.61424255371094,417.95196533203125,135.9981231689453,564.1526489257812
2024-11-26,234.8018341064453,427.133544921875,136.89797973632812,572.5682983398438
2024-11-27,234.67198181152344,422.1435546875,135.31822204589844,568.2357177734375
2024-11-29,237.06935119628906,422.61260986328125,138.22776794433594,573.3470458984375
2024-12-02,239.3268585205078,430.1175842285156,138.60769653320312,591.82568359375
2024-12-03,242.3834991455078,430.3371276855469,140.23744201660156,612.6104125976562
2024-12-04,242.74310302734375,436.544677734375,145.1166534423828,612.7401733398438
2024-12-05,242.7730712890625,441.7342529296875,145.04666137695312,607.8983764648438
2024-12-06,242.5732879638672,442.682373046875,142.42689514160156,622.7132568359375
2024-12-09,246.47900390625,445.12744140625,138.79722595214844,612.530517578125
2024-12-10,247.4978790283203,442.4428405761719,135.05758666992188,618.2708129882812
2024-12-11,246.2192840576172,448.0915222167969,139.29718017578125,631.6080932617188
2024-12-12,247.68768310546875,448.6603698730469,137.32736206054688,629.7213134765625
2024-12-13,247.85748291015625,446.37493896484375,134.23765563964844,619.2990112304688
2024-12-16,250.7642822265625,450.6863098144531,131.98785400390625,623.6851196289062
2024-12-17,253.20159912109375,453.5505676269531,130.3780059814453,618.889404296875
2024-12-18,247.77757263183594,436.5147399902344,128.8981475830078,596.6591796875
2024-12-19,249.51565551757812,436.15545654296875,130.66796875,595.0405883789062
2024-12-20,254.21051025390625,435.726318359375,134.68760681152344,584.7297973632812
2024-12-23,254.98965454101562,434.3790283203125,139.6571502685547,599.3167724609375
2024-12-24,257.91644287109375,438.4508361816406,140.2071075439453,607.2097778320312
2024-12-26,258.7355041503906,437.2332763671875,139.91712951660156,602.8136596679688
2024-12-27,255.30929565429688,429.66845703125,136.9973907470703,599.27685546875
2024-12-30,251.9230194091797,423.9798583984375,137.47735595703125,590.7144165039062
2024-12-31,250.1449737548828,420.6565246582031,134.27764892578125,584.9895629882812
2025-01-02,243.5821990966797,417.74237060546875,138.29727172851562,598.7073364257812
2025-01-03,243.0927276611328,422.5028381347656,144.4567108154297,604.092529296875
2025-01-06,244.73092651367188,426.99383544921875,149.41624450683594,629.6398315429688
2025-01-07,241.94400024414062,421.5247802734375,140.12710571289062,617.3407592773438
2025-01-08,242.43344116210938,423.7104187011719,140.0971221923828,610.1771240234375
2025-01-10,236.58987426757812,418.11163330078125,135.8975067138672,615.3125610351562
2025-01-13,234.14256286621094,416.35516357421875,133.21774291992188,607.789306640625
2025-01-14,233.02378845214844,414.8382263183594,131.7478790283203,593.7218017578125
2025-01-15,237.60874938964844,425.4569091796875,136.22747802734375,616.5714721679688
2025-01-16,228.00930786132812,423.7303466796875,133.55772399902344,610.756591796875
2025-01-17,229.7274169921875,428.1714782714844,137.6973419189453,612.225341796875
2025-01-21,222.39547729492188,427.64251708984375,140.81704711914062,615.9120483398438
2025-01-22,223.58416748046875,445.30712890625,147.05648803710938,622.94580078125
2025-01-23,223.41436767578125,445.8160705566406,147.2064666748047,635.88427734375
2025-01-24,222.5353240966797,443.17138671875,142.60687255859375,646.9144287109375
2025-01-27,229.6075439453125,433.6903991699219,118.40910339355469,659.29345703125
2025-01-28,237.99832153320312,446.30511474609375,128.9781494140625,673.7305908203125
2025-01-29,239.0971221923828,441.44482421875,123.6886215209961,675.888671875
2025-01-30,237.3290557861328,414.1595458984375,124.63853454589844,686.3893432617188
2025-01-31,235.74081420898438,414.22943115234375,120.0589599609375,688.5673828125
2025-02-03,227.75958251953125,410.09771728515625,116.64927673339844,696.840087890625
2025-02-04,232.54432678222656,411.5447998046875,118.63909149169922,703.5640869140625
2025-02-05,232.21469116210938,412.4629821777344,124.81851959228516,704.2434692382812
2025-02-06,232.9638671875,414.9879150390625,128.66815185546875,711.3571166992188
2025-02-07,227.3800048828125,408.9300537109375,129.8280487060547,713.8848876953125
2025-02-10,227.64999389648438,411.3951110839844,133.55772399902344,716.7623291015625
2025-02-11,232.6199951171875,410.6166687011719,132.7877960205078,719.16015625
2025-02-12,236.8699951171875,408.2214660644531,131.12794494628906,724.7352294921875
2025-02-13,241.52999877929688,409.7184753417969,135.27755737304688,727.9124145507812
2025-02-14,244.60000610351562,407.6126708984375,138.8372344970703,736.0151977539062
2025-02-18,244.47000122070312,408.8202819824219,139.38717651367188,715.7332153320312
2025-02-19,244.8699951171875,413.94000244140625,139.21719360351562,703.1444702148438
2025-02-20,245.8300018310547,416.1300048828125,140.0971221923828,694.222412109375
2025-02-21,245.5500030517578,408.2099914550781,134.41763305664062,682.9423828125
2025-02-24,247.10000610351562,404.0,130.2680206298828,667.5361328125
2025-02-25,247.0399932861328,397.8999938964844,126.61835479736328,656.9155883789062
2025-02-26,240.36000061035156,399.7300109863281,131.26792907714844,673.1011962890625
2025-02-27,237.3000030517578,392.5299987792969,120.13895416259766,657.6549072265625
2025-02-28,241.83999633789062,396.989990234375,124.90850830078125,667.6060791015625
2025-03-03,238.02999877929688,388.489990234375,114.04950714111328,654.4677124023438
2025-03-04,235.92999267578125,388.6099853515625,115.97933197021484,639.4310913085938
2025-03-05,235.74000549316406,401.0199890136719,117.28921508789062,655.886474609375
2025-03-06,235.3300018310547,396.8900146484375,110.55982971191406,627.371826171875
2025-03-07,239.07000732421875,393.30999755859375,112.67964172363281,625.1038208007812
2025-03-10,227.47999572753906,380.1600036621094,106.97016143798828,597.4584350585938
2025-03-11,220.83999633789062,380.45001220703125,108.75,605.171630859375
2025-03-12,216.97999572753906,383.2699890136719,115.73999786376953,619.00927734375
2025-03-13,209.67999267578125,378.7699890136719,115.58000183105469,590.114990234375
2025-03-14,213.49000549316406,388.55999755859375,121.66999816894531,607.5999755859375
2025-03-17,214.0,388.70001220703125,119.52999877929688,604.9000244140625
2025-03-18,212.69000244140625,383.5199890136719,115.43000030517578,582.3599853515625
2025-03-19,215.24000549316406,387.82000732421875,117.5199966430664,584.0599975585938
2025-03-20,214.10000610351562,386.8399963378906,118.52999877929688,586.0
2025-03-21,218.27000427246094,391.260009765625,117.69999694824219,596.25
2025-03-24,220.72999572753906,393.0799865722656,121.41000366210938,618.8499755859375
2025-03-25,223.75,395.1600036621094,120.69000244140625,626.3099975585938
2025-03-26,221.52999877929688,389.9700012207031,113.76000213623047,610.97998046875
2025-03-27,223.85000610351562,390.5799865722656,111.43000030517578,602.5800170898438
2025-03-28,217.89999389648438,378.79998779296875,109.66999816894531,576.739990234375
2025-03-31,222.1300048828125,375.3900146484375,108.37999725341797,576.3599853515625
2025-04-01,223.19000244140625,382.19000244140625,110.1500015258789,586.0
2025-04-02,223.88999938964844,382.1400146484375,110.41999816894531,583.9299926757812
2025-04-03,203.19000244140625,373.1099853515625,101.80000305175781,531.6199951171875
2025-04-04,188.3800048828125,359.8399963378906,94.30999755859375,504.7300109863281
2025-04-07,181.4600067138672,357.8599853515625,97.63999938964844,516.25
2025-04-08,172.4199981689453,354.55999755859375,96.30000305175781,510.45001220703125
2025-04-09,198.85000610351562,390.489990234375,114.33000183105469,585.77001953125
2025-04-10,190.4199981689453,381.3500061035156,107.56999969482422,546.2899780273438
2025-04-11,198.14999389648438,388.45001220703125,110.93000030517578,543.5700073242188
2025-04-14,202.52000427246094,387.80999755859375,110.70999908447266,531.47998046875
2025-04-15,202.13999938964844,385.7300109863281,112.19999694824219,521.52001953125
2025-04-16,194.27000427246094,371.6099853515625,104.48999786376953,502.30999755859375
2025-04-17,196.97999572753906,367.7799987792969,101.48999786376953,501.4800109863281
2025-04-21,193.16000366210938,359.1199951171875,96.91000366210938,484.6600036621094
2025-04-22,199.74000549316406,366.82000732421875,98.88999938964844,500.2799987792969
2025-04-23,204.60000610351562,374.3900146484375,102.70999908447266,520.27001953125
2025-04-24,208.3699951171875,387.29998779296875,106.43000030517578,533.1500244140625
2025-04-25,209.27999877929688,391.8500061035156,111.01000213623047,547.27001953125
2025-04-28,210.13999938964844,391.1600036621094,108.7300033569336,549.739990234375
2025-04-29,211.2100067138672,394.0400085449219,109.0199966430664,554.4400024414062
2025-04-30,212.5,395.260009765625,108.91999816894531,549.0
2025-05-01,213.32000732421875,425.3999938964844,111.61000061035156,572.2100219726562
2025-05-02,205.35000610351562,435.2799987792969,114.5,597.02001953125
